Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Self-care Disability,,,65+,Prevalence,5.5,,,5.2,5.8,2706436,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Independent Living Disability,,,65+,Prevalence,9.6,,,9.2,10,5219045,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Independent Living Disability,,,65+,Prevalence,9.9,,,9.6,10.2,5140493,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Independent Living Disability,,,65+,Prevalence,10.1,,,9.6,10.5,5255256,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Independent Living Disability,,,65+,Prevalence,9.7,,,9.4,10.1,4912418,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Type,Independent Living Disability,,,65+,Prevalence,9.9,,,9.6,10.2,4829775,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Status,No Disability,,,65+,Prevalence,58.4,,,57.8,59.1,31635111,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Status,No Disability,,,65+,Prevalence,56.4,,,55.9,56.9,29144698,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Status,No Disability,,,65+,Prevalence,56.2,,,55.6,56.8,29267803,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Status,No Disability,,,65+,Prevalence,57.7,,,57.1,58.3,28952318,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by age group,Disability Estimates,Disability Status,No Disability,,,65+,Prevalence,58.1,,,57.6,58.7,28320087,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Male,Age-adjusted Prevalence,23.5,,,23,23.9,29215145,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Male,Age-adjusted Prevalence,25.4,,,25,25.8,30653732,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Male,Age-adjusted Prevalence,24.7,,,24.3,25.1,30706126,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Male,Age-adjusted Prevalence,24.1,,,23.7,24.5,29517662,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Male,Age-adjusted Prevalence,23.3,,,23,23.7,28438667,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Cognitive Disability,,,Male,Age-adjusted Prevalence,9.5,,,9.2,9.9,11367519,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Cognitive Disability,,,Male,Age-adjusted Prevalence,10.8,,,10.5,11.1,12576309,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Cognitive Disability,,,Male,Age-adjusted Prevalence,10.3,,,10,10.6,12408014,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Cognitive Disability,,,Male,Age-adjusted Prevalence,10.2,,,9.9,10.5,12094568,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Cognitive Disability,,,Male,Age-adjusted Prevalence,9.6,,,9.3,9.8,11357846,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Hearing Disability,,,Male,Age-adjusted Prevalence,7.2,,,7,7.4,9536097,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Hearing Disability,,,Male,Age-adjusted Prevalence,7.7,,,7.5,7.9,9836849,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Hearing Disability,,,Male,Age-adjusted Prevalence,7.5,,,7.3,7.7,9820362,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Hearing Disability,,,Male,Age-adjusted Prevalence,7,,,6.8,7.2,8997541,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Hearing Disability,,,Male,Age-adjusted Prevalence,6.8,,,6.6,7,8609345,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Mobility Disability,,,Male,Age-adjusted Prevalence,9.6,,,9.3,9.9,12477637,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Mobility Disability,,,Male,Age-adjusted Prevalence,10.9,,,10.7,11.2,13803865,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Mobility Disability,,,Male,Age-adjusted Prevalence,10.8,,,10.5,11,13982484,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Mobility Disability,,,Male,Age-adjusted Prevalence,10.9,,,10.7,11.2,13883631,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Mobility Disability,,,Male,Age-adjusted Prevalence,10.8,,,10.6,11.1,13672543,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Vision Disability,,,Male,Age-adjusted Prevalence,4.4,,,4.2,4.6,5552621,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Vision Disability,,,Male,Age-adjusted Prevalence,4.5,,,4.3,4.7,5535818,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Vision Disability,,,Male,Age-adjusted Prevalence,4.6,,,4.4,4.8,5753061,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Vision Disability,,,Male,Age-adjusted Prevalence,4.3,,,4.1,4.5,5328035,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Vision Disability,,,Male,Age-adjusted Prevalence,4.2,,,4,4.3,5169210,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Self-care Disability,,,Male,Age-adjusted Prevalence,3,,,2.8,3.1,3796799,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Self-care Disability,,,Male,Age-adjusted Prevalence,3.6,,,3.5,3.8,4538406,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Self-care Disability,,,Male,Age-adjusted Prevalence,3.5,,,3.3,3.7,4465866,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Self-care Disability,,,Male,Age-adjusted Prevalence,3.5,,,3.4,3.7,4460135,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Self-care Disability,,,Male,Age-adjusted Prevalence,3.4,,,3.2,3.5,4242001,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Independent Living Disability,,,Male,Age-adjusted Prevalence,4.8,,,4.5,5,5871562,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Independent Living Disability,,,Male,Age-adjusted Prevalence,5.4,,,5.2,5.6,6457384,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Independent Living Disability,,,Male,Age-adjusted Prevalence,5.2,,,5,5.4,6458945,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Independent Living Disability,,,Male,Age-adjusted Prevalence,5.4,,,5.2,5.6,6582508,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Type,Independent Living Disability,,,Male,Age-adjusted Prevalence,5.1,,,4.9,5.3,6235648,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,No Disability,,,Male,Age-adjusted Prevalence,76.5,,,76.1,77,90331664,,,
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,No Disability,,,Male,Age-adjusted Prevalence,74.6,,,74.2,75,85743359,,,
2018,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,No Disability,,,Male,Age-adjusted Prevalence,75.3,,,74.9,75.7,89062690,,,
2017,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,No Disability,,,Male,Age-adjusted Prevalence,75.9,,,75.5,76.3,88757085,,,
2016,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,No Disability,,,Male,Age-adjusted Prevalence,76.7,,,76.3,77,89515554,,,
2020,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older by sex,Disability Estimates,Disability Status,Any Disability,,,Female,Age-adjusted Prevalence,26.2,,,25.7,26.7,35132069,,,
